team_id,team_name,week,start_date,end_date,current_date,roster_ids,roster_names,selected_positions
402.l.42709.t.4,Keldon's Johnson,6,2021-01-25,2021-01-31,2021-01-27,"[5357, 4633, 4660, 6217, 5073, 4247, 5482, 5352, 5018, 5660, 5826, 5318, 4895, 4926, 5327]","['Jordan Clarkson', 'Wayne Ellington', 'Patty Mills', 'Keldon Johnson', 'Khris Middleton', 'Jeff Green', 'Bobby Portis', 'Nikola Jokic', 'Jeremy Lamb', 'Dejounte Murray', 'Donovan Mitchell', 'Julius Randle', 'Marcus Morris Sr.', 'Davis Bertans', 'Jusuf Nurkic']","{5357: 'PG', 4633: 'SG', 4660: 'G', 6217: 'SF', 5073: 'PF', 4247: 'F', 5482: 'C', 5352: 'C', 5018: 'Util', 5660: 'Util', 5826: 'BN', 5318: 'BN', 4895: 'BN', 4926: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,6,2021-01-25,2021-01-31,2021-01-28,"[5357, 4633, 4660, 6217, 4895, 4247, 5482, 5352, 5018, 5660, 5826, 5073, 5318, 4926, 5327]","['Jordan Clarkson', 'Wayne Ellington', 'Patty Mills', 'Keldon Johnson', 'Marcus Morris Sr.', 'Jeff Green', 'Bobby Portis', 'Nikola Jokic', 'Jeremy Lamb', 'Dejounte Murray', 'Donovan Mitchell', 'Khris Middleton', 'Julius Randle', 'Davis Bertans', 'Jusuf Nurkic']","{5357: 'PG', 4633: 'SG', 4660: 'G', 6217: 'SF', 4895: 'PF', 4247: 'F', 5482: 'C', 5352: 'C', 5018: 'Util', 5660: 'Util', 5826: 'BN', 5073: 'BN', 5318: 'BN', 4926: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,6,2021-01-25,2021-01-31,2021-01-29,"[5357, 5660, 4660, 6217, 5318, 5073, 5482, 5352, 5018, 4247, 5826, 4895, 4633, 4926, 5327]","['Jordan Clarkson', 'Dejounte Murray', 'Patty Mills', 'Keldon Johnson', 'Julius Randle', 'Khris Middleton', 'Bobby Portis', 'Nikola Jokic', 'Jeremy Lamb', 'Jeff Green', 'Donovan Mitchell', 'Marcus Morris Sr.', 'Wayne Ellington', 'Davis Bertans', 'Jusuf Nurkic']","{5357: 'PG', 5660: 'SG', 4660: 'G', 6217: 'SF', 5318: 'PF', 5073: 'F', 5482: 'C', 5352: 'C', 5018: 'Util', 4247: 'Util', 5826: 'BN', 4895: 'BN', 4633: 'BN', 4926: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,6,2021-01-25,2021-01-31,2021-01-30,"[5357, 4633, 4660, 6217, 5073, 4247, 5482, 5352, 5018, 5660, 5826, 4895, 5318, 4926, 5327]","['Jordan Clarkson', 'Wayne Ellington', 'Patty Mills', 'Keldon Johnson', 'Khris Middleton', 'Jeff Green', 'Bobby Portis', 'Nikola Jokic', 'Jeremy Lamb', 'Dejounte Murray', 'Donovan Mitchell', 'Marcus Morris Sr.', 'Julius Randle', 'Davis Bertans', 'Jusuf Nurkic']","{5357: 'PG', 4633: 'SG', 4660: 'G', 6217: 'SF', 5073: 'PF', 4247: 'F', 5482: 'C', 5352: 'C', 5018: 'Util', 5660: 'Util', 5826: 'BN', 4895: 'BN', 5318: 'BN', 4926: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,6,2021-01-25,2021-01-31,2021-01-31,"[5357, 5826, 4660, 6217, 4895, 4247, 5352, 5318, 5018, 5660, 4633, 5073, 5482, 4926, 5327]","['Jordan Clarkson', 'Donovan Mitchell', 'Patty Mills', 'Keldon Johnson', 'Marcus Morris Sr.', 'Jeff Green', 'Nikola Jokic', 'Julius Randle', 'Jeremy Lamb', 'Dejounte Murray', 'Wayne Ellington', 'Khris Middleton', 'Bobby Portis', 'Davis Bertans', 'Jusuf Nurkic']","{5357: 'PG', 5826: 'SG', 4660: 'G', 6217: 'SF', 4895: 'PF', 4247: 'F', 5352: 'C', 5318: 'C', 5018: 'Util', 5660: 'Util', 4633: 'BN', 5073: 'BN', 5482: 'BN', 4926: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,7,2021-02-01,2021-02-07,2021-02-01,"[5357, 4633, 4660, 6217, 5073, 5482, 5352, 5318, 5018, 5660, 5826, 4895, 4247, 4926, 5327]","['Jordan Clarkson', 'Wayne Ellington', 'Patty Mills', 'Keldon Johnson', 'Khris Middleton', 'Bobby Portis', 'Nikola Jokic', 'Julius Randle', 'Jeremy Lamb', 'Dejounte Murray', 'Donovan Mitchell', 'Marcus Morris Sr.', 'Jeff Green', 'Davis Bertans', 'Jusuf Nurkic']","{5357: 'PG', 4633: 'SG', 4660: 'G', 6217: 'SF', 5073: 'PF', 5482: 'F', 5352: 'C', 5318: 'C', 5018: 'Util', 5660: 'Util', 5826: 'BN', 4895: 'BN', 4247: 'BN', 4926: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,7,2021-02-01,2021-02-07,2021-02-02,"[5357, 4633, 5826, 4247, 4895, 5482, 5352, 5318, 5018, 5660, 4660, 6217, 5073, 4926, 5327]","['Jordan Clarkson', 'Wayne Ellington', 'Donovan Mitchell', 'Jeff Green', 'Marcus Morris Sr.', 'Bobby Portis', 'Nikola Jokic', 'Julius Randle', 'Jeremy Lamb', 'Dejounte Murray', 'Patty Mills', 'Keldon Johnson', 'Khris Middleton', 'Davis Bertans', 'Jusuf Nurkic']","{5357: 'PG', 4633: 'SG', 5826: 'G', 4247: 'SF', 4895: 'PF', 5482: 'F', 5352: 'C', 5318: 'C', 5018: 'Util', 5660: 'Util', 4660: 'BN', 6217: 'BN', 5073: 'BN', 4926: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,7,2021-02-01,2021-02-07,2021-02-03,"[4660, 5018, 5826, 6217, 5073, 5482, 4895, 5318, 5660, 4926, 5357, 4247, 5352, 5327]","['Patty Mills', 'Jeremy Lamb', 'Donovan Mitchell', 'Keldon Johnson', 'Khris Middleton', 'Bobby Portis', 'Marcus Morris Sr.', 'Julius Randle', 'Dejounte Murray', 'Davis Bertans', 'Jordan Clarkson', 'Jeff Green', 'Nikola Jokic', 'Jusuf Nurkic']","{4660: 'PG', 5018: 'SG', 5826: 'G', 6217: 'SF', 5073: 'PF', 5482: 'F', 4895: 'C', 5318: 'C', 5660: 'Util', 4926: 'Util', 5357: 'BN', 4247: 'BN', 5352: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,7,2021-02-01,2021-02-07,2021-02-04,"[5357, 5018, 5826, 6217, 5352, 5482, 4895, 5318, 5660, 4926, 4660, 5073, 4247, 5327]","['Jordan Clarkson', 'Jeremy Lamb', 'Donovan Mitchell', 'Keldon Johnson', 'Nikola Jokic', 'Bobby Portis', 'Marcus Morris Sr.', 'Julius Randle', 'Dejounte Murray', 'Davis Bertans', 'Patty Mills', 'Khris Middleton', 'Jeff Green', 'Jusuf Nurkic']","{5357: 'PG', 5018: 'SG', 5826: 'G', 6217: 'SF', 5352: 'PF', 5482: 'F', 4895: 'C', 5318: 'C', 5660: 'Util', 4926: 'Util', 4660: 'BN', 5073: 'BN', 4247: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,7,2021-02-01,2021-02-07,2021-02-05,"[5357, 5018, 5826, 5073, 5352, 5482, 4895, 4247, 5660, 4926, 6217, 5318, 4660, 5327]","['Jordan Clarkson', 'Jeremy Lamb', 'Donovan Mitchell', 'Khris Middleton', 'Nikola Jokic', 'Bobby Portis', 'Marcus Morris Sr.', 'Jeff Green', 'Dejounte Murray', 'Davis Bertans', 'Keldon Johnson', 'Julius Randle', 'Patty Mills', 'Jusuf Nurkic']","{5357: 'PG', 5018: 'SG', 5826: 'G', 5073: 'SF', 5352: 'PF', 5482: 'F', 4895: 'C', 4247: 'C', 5660: 'Util', 4926: 'Util', 6217: 'BN', 5318: 'BN', 4660: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,7,2021-02-01,2021-02-07,2021-02-06,"[4660, 5018, 5826, 5073, 5352, 5482, 4247, 5318, 5660, 6217, 5357, 4895, 4926, 5327]","['Patty Mills', 'Jeremy Lamb', 'Donovan Mitchell', 'Khris Middleton', 'Nikola Jokic', 'Bobby Portis', 'Jeff Green', 'Julius Randle', 'Dejounte Murray', 'Keldon Johnson', 'Jordan Clarkson', 'Marcus Morris Sr.', 'Davis Bertans', 'Jusuf Nurkic']","{4660: 'PG', 5018: 'SG', 5826: 'G', 5073: 'SF', 5352: 'PF', 5482: 'F', 4247: 'C', 5318: 'C', 5660: 'Util', 6217: 'Util', 5357: 'BN', 4895: 'BN', 4926: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,7,2021-02-01,2021-02-07,2021-02-07,"[5357, 5018, 5826, 5073, 4895, 5482, 5318, 4926, 5660, 6217, 4660, 5352, 4247, 5327]","['Jordan Clarkson', 'Jeremy Lamb', 'Donovan Mitchell', 'Khris Middleton', 'Marcus Morris Sr.', 'Bobby Portis', 'Julius Randle', 'Davis Bertans', 'Dejounte Murray', 'Keldon Johnson', 'Patty Mills', 'Nikola Jokic', 'Jeff Green', 'Jusuf Nurkic']","{5357: 'PG', 5018: 'SG', 5826: 'G', 5073: 'SF', 4895: 'PF', 5482: 'F', 5318: 'C', 4926: 'C', 5660: 'Util', 6217: 'Util', 4660: 'BN', 5352: 'BN', 4247: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,8,2021-02-08,2021-02-14,2021-02-08,"[4660, 5018, 5826, 5073, 4895, 5482, 4926, 5352, 5660, 6217, 5357, 5318, 4247, 5327]","['Patty Mills', 'Jeremy Lamb', 'Donovan Mitchell', 'Khris Middleton', 'Marcus Morris Sr.', 'Bobby Portis', 'Davis Bertans', 'Nikola Jokic', 'Dejounte Murray', 'Keldon Johnson', 'Jordan Clarkson', 'Julius Randle', 'Jeff Green', 'Jusuf Nurkic']","{4660: 'PG', 5018: 'SG', 5826: 'G', 5073: 'SF', 4895: 'PF', 5482: 'F', 4926: 'C', 5352: 'C', 5660: 'Util', 6217: 'Util', 5357: 'BN', 5318: 'BN', 4247: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,8,2021-02-08,2021-02-14,2021-02-09,"[4660, 5357, 5826, 4247, 4895, 5482, 5352, 5318, 5660, 6217, 5018, 5073, 4926, 5327]","['Patty Mills', 'Jordan Clarkson', 'Donovan Mitchell', 'Jeff Green', 'Marcus Morris Sr.', 'Bobby Portis', 'Nikola Jokic', 'Julius Randle', 'Dejounte Murray', 'Keldon Johnson', 'Jeremy Lamb', 'Khris Middleton', 'Davis Bertans', 'Jusuf Nurkic']","{4660: 'PG', 5357: 'SG', 5826: 'G', 4247: 'SF', 4895: 'PF', 5482: 'F', 5352: 'C', 5318: 'C', 5660: 'Util', 6217: 'Util', 5018: 'BN', 5073: 'BN', 4926: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,8,2021-02-08,2021-02-14,2021-02-10,"[4660, 5357, 5018, 4247, 5318, 5482, 5352, 4926, 6217, 5073, 5826, 5660, 5164, 5327]","['Patty Mills', 'Jordan Clarkson', 'Jeremy Lamb', 'Jeff Green', 'Julius Randle', 'Bobby Portis', 'Nikola Jokic', 'Davis Bertans', 'Keldon Johnson', 'Khris Middleton', 'Donovan Mitchell', 'Dejounte Murray', 'Kelly Olynyk', 'Jusuf Nurkic']","{4660: 'PG', 5357: 'SG', 5018: 'G', 4247: 'SF', 5318: 'PF', 5482: 'F', 5352: 'C', 4926: 'C', 6217: 'Util', 5073: 'Util', 5826: 'BN', 5660: 'BN', 5164: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,8,2021-02-08,2021-02-14,2021-02-11,"[5826, 5357, 5018, 4247, 5164, 5482, 5352, 4926, 6217, 5073, 5318, 5660, 6422, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Jeremy Lamb', 'Jeff Green', 'Kelly Olynyk', 'Bobby Portis', 'Nikola Jokic', 'Davis Bertans', 'Keldon Johnson', 'Khris Middleton', 'Julius Randle', 'Dejounte Murray', 'Desmond Bane', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5018: 'G', 4247: 'SF', 5164: 'PF', 5482: 'F', 5352: 'C', 4926: 'C', 6217: 'Util', 5073: 'Util', 5318: 'BN', 5660: 'BN', 6422: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,8,2021-02-08,2021-02-14,2021-02-12,"[5826, 5357, 5660, 6217, 5318, 5482, 5352, 4926, 5073, 5220, 5018, 4247, 5164, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Keldon Johnson', 'Julius Randle', 'Bobby Portis', 'Nikola Jokic', 'Davis Bertans', 'Khris Middleton', 'James Ennis III', 'Jeremy Lamb', 'Jeff Green', 'Kelly Olynyk', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 6217: 'SF', 5318: 'PF', 5482: 'F', 5352: 'C', 4926: 'C', 5073: 'Util', 5220: 'Util', 5018: 'BN', 4247: 'BN', 5164: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,8,2021-02-08,2021-02-14,2021-02-13,"[5826, 5357, 5660, 5018, 5318, 5482, 4247, 5164, 5073, 5220, 6217, 5352, 4926, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Jeremy Lamb', 'Julius Randle', 'Bobby Portis', 'Jeff Green', 'Kelly Olynyk', 'Khris Middleton', 'James Ennis III', 'Keldon Johnson', 'Nikola Jokic', 'Davis Bertans', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 5018: 'SF', 5318: 'PF', 5482: 'F', 4247: 'C', 5164: 'C', 5073: 'Util', 5220: 'Util', 6217: 'BN', 5352: 'BN', 4926: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,8,2021-02-08,2021-02-14,2021-02-14,"[5826, 5357, 5660, 6217, 5318, 5482, 5352, 4926, 5073, 6032, 5018, 4247, 5164, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Keldon Johnson', 'Julius Randle', 'Bobby Portis', 'Nikola Jokic', 'Davis Bertans', 'Khris Middleton', 'Grayson Allen', 'Jeremy Lamb', 'Jeff Green', 'Kelly Olynyk', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 6217: 'SF', 5318: 'PF', 5482: 'F', 5352: 'C', 4926: 'C', 5073: 'Util', 6032: 'Util', 5018: 'BN', 4247: 'BN', 5164: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,9,2021-02-15,2021-02-21,2021-02-15,"[5826, 5357, 5660, 5018, 5318, 4247, 4926, 5164, 5073, 6032, 6217, 5482, 5352, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Jeremy Lamb', 'Julius Randle', 'Jeff Green', 'Davis Bertans', 'Kelly Olynyk', 'Khris Middleton', 'Grayson Allen', 'Keldon Johnson', 'Bobby Portis', 'Nikola Jokic', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 5018: 'SF', 5318: 'PF', 4247: 'F', 4926: 'C', 5164: 'C', 5073: 'Util', 6032: 'Util', 6217: 'BN', 5482: 'BN', 5352: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,9,2021-02-15,2021-02-21,2021-02-16,"[5826, 5357, 5660, 6217, 5318, 4247, 5482, 5352, 5073, 6032, 5018, 4926, 5164, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Keldon Johnson', 'Julius Randle', 'Jeff Green', 'Bobby Portis', 'Nikola Jokic', 'Khris Middleton', 'Grayson Allen', 'Jeremy Lamb', 'Davis Bertans', 'Kelly Olynyk', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 6217: 'SF', 5318: 'PF', 4247: 'F', 5482: 'C', 5352: 'C', 5073: 'Util', 6032: 'Util', 5018: 'BN', 4926: 'BN', 5164: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,9,2021-02-15,2021-02-21,2021-02-17,"[5826, 5357, 5660, 6217, 5318, 5018, 5352, 4926, 6032, 5164, 4247, 5482, 5073, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Keldon Johnson', 'Julius Randle', 'Jeremy Lamb', 'Nikola Jokic', 'Davis Bertans', 'Grayson Allen', 'Kelly Olynyk', 'Jeff Green', 'Bobby Portis', 'Khris Middleton', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 6217: 'SF', 5318: 'PF', 5018: 'F', 5352: 'C', 4926: 'C', 6032: 'Util', 5164: 'Util', 4247: 'BN', 5482: 'BN', 5073: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,9,2021-02-15,2021-02-21,2021-02-18,"[5826, 5357, 5660, 5073, 5318, 5018, 4247, 5482, 6032, 5164, 6217, 5352, 4926, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Khris Middleton', 'Julius Randle', 'Jeremy Lamb', 'Jeff Green', 'Bobby Portis', 'Grayson Allen', 'Kelly Olynyk', 'Keldon Johnson', 'Nikola Jokic', 'Davis Bertans', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 5073: 'SF', 5318: 'PF', 5018: 'F', 4247: 'C', 5482: 'C', 6032: 'Util', 5164: 'Util', 6217: 'BN', 5352: 'BN', 4926: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,9,2021-02-15,2021-02-21,2021-02-19,"[5826, 5357, 5660, 5073, 5318, 5018, 5482, 5352, 6032, 5164, 4247, 6217, 4926, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Khris Middleton', 'Julius Randle', 'Jeremy Lamb', 'Bobby Portis', 'Nikola Jokic', 'Grayson Allen', 'Kelly Olynyk', 'Jeff Green', 'Keldon Johnson', 'Davis Bertans', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 5073: 'SF', 5318: 'PF', 5018: 'F', 5482: 'C', 5352: 'C', 6032: 'Util', 5164: 'Util', 4247: 'BN', 6217: 'BN', 4926: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,9,2021-02-15,2021-02-21,2021-02-20,"[5826, 5357, 5660, 6217, 5318, 5018, 5352, 4926, 6032, 5663, 5073, 5482, 4247, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Keldon Johnson', 'Julius Randle', 'Jeremy Lamb', 'Nikola Jokic', 'Davis Bertans', 'Grayson Allen', 'Ivica Zubac', 'Khris Middleton', 'Bobby Portis', 'Jeff Green', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 6217: 'SF', 5318: 'PF', 5018: 'F', 5352: 'C', 4926: 'C', 6032: 'Util', 5663: 'Util', 5073: 'BN', 5482: 'BN', 4247: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,9,2021-02-15,2021-02-21,2021-02-21,"[5826, 5357, 5660, 5073, 5318, 5482, 5352, 4247, 5663, 6468, 6217, 5018, 4926, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Khris Middleton', 'Julius Randle', 'Bobby Portis', 'Nikola Jokic', 'Jeff Green', 'Ivica Zubac', 'Facundo Campazzo', 'Keldon Johnson', 'Jeremy Lamb', 'Davis Bertans', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 5073: 'SF', 5318: 'PF', 5482: 'F', 5352: 'C', 4247: 'C', 5663: 'Util', 6468: 'Util', 6217: 'BN', 5018: 'BN', 4926: 'BN', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,10,2021-02-22,2021-02-28,2021-02-22,"[5826, 5357, 5660, 5693, 4926, 5018, 5352, 4247, 5663, 6468, 5073, 5482, 5318, 6217, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Dorian Finney-Smith', 'Davis Bertans', 'Jeremy Lamb', 'Nikola Jokic', 'Jeff Green', 'Ivica Zubac', 'Facundo Campazzo', 'Khris Middleton', 'Bobby Portis', 'Julius Randle', 'Keldon Johnson', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 5693: 'SF', 4926: 'PF', 5018: 'F', 5352: 'C', 4247: 'C', 5663: 'Util', 6468: 'Util', 5073: 'BN', 5482: 'BN', 5318: 'BN', 6217: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,10,2021-02-22,2021-02-28,2021-02-23,"[5826, 5357, 6468, 5693, 4926, 5073, 5352, 5318, 5663, 5482, 4247, 5660, 5018, 6217, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Facundo Campazzo', 'Dorian Finney-Smith', 'Davis Bertans', 'Khris Middleton', 'Nikola Jokic', 'Julius Randle', 'Ivica Zubac', 'Bobby Portis', 'Jeff Green', 'Dejounte Murray', 'Jeremy Lamb', 'Keldon Johnson', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 6468: 'G', 5693: 'SF', 4926: 'PF', 5073: 'F', 5352: 'C', 5318: 'C', 5663: 'Util', 5482: 'Util', 4247: 'BN', 5660: 'BN', 5018: 'BN', 6217: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,10,2021-02-22,2021-02-28,2021-02-24,"[5826, 5357, 5660, 5018, 4926, 5073, 5352, 4247, 5482, 6430, 5663, 6468, 5318, 6217, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Jeremy Lamb', 'Davis Bertans', 'Khris Middleton', 'Nikola Jokic', 'Jeff Green', 'Bobby Portis', 'Saben Lee', 'Ivica Zubac', 'Facundo Campazzo', 'Julius Randle', 'Keldon Johnson', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 5018: 'SF', 4926: 'PF', 5073: 'F', 5352: 'C', 4247: 'C', 5482: 'Util', 6430: 'Util', 5663: 'BN', 6468: 'BN', 5318: 'BN', 6217: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,10,2021-02-22,2021-02-28,2021-02-25,"[5826, 5357, 6468, 5073, 4926, 5318, 5352, 4247, 5482, 5663, 5660, 5018, 6430, 6217, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Facundo Campazzo', 'Khris Middleton', 'Davis Bertans', 'Julius Randle', 'Nikola Jokic', 'Jeff Green', 'Bobby Portis', 'Ivica Zubac', 'Dejounte Murray', 'Jeremy Lamb', 'Saben Lee', 'Keldon Johnson', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 6468: 'G', 5073: 'SF', 4926: 'PF', 5318: 'F', 5352: 'C', 4247: 'C', 5482: 'Util', 5663: 'Util', 5660: 'BN', 5018: 'BN', 6430: 'BN', 6217: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,10,2021-02-22,2021-02-28,2021-02-26,"[5826, 5357, 6430, 5018, 4926, 5318, 5352, 4247, 5663, 5824, 5482, 5073, 5660, 6217, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Saben Lee', 'Jeremy Lamb', 'Davis Bertans', 'Julius Randle', 'Nikola Jokic', 'Jeff Green', 'Ivica Zubac', 'Malik Monk', 'Bobby Portis', 'Khris Middleton', 'Dejounte Murray', 'Keldon Johnson', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 6430: 'G', 5018: 'SF', 4926: 'PF', 5318: 'F', 5352: 'C', 4247: 'C', 5663: 'Util', 5824: 'Util', 5482: 'BN', 5073: 'BN', 5660: 'BN', 6217: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,10,2021-02-22,2021-02-28,2021-02-27,"[5826, 5357, 5660, 5018, 4926, 5318, 5352, 4247, 5663, 5824, 6430, 5482, 5073, 6217, 5327]","['Donovan Mitchell', 'Jordan Clarkson', 'Dejounte Murray', 'Jeremy Lamb', 'Davis Bertans', 'Julius Randle', 'Nikola Jokic', 'Jeff Green', 'Ivica Zubac', 'Malik Monk', 'Saben Lee', 'Bobby Portis', 'Khris Middleton', 'Keldon Johnson', 'Jusuf Nurkic']","{5826: 'PG', 5357: 'SG', 5660: 'G', 5018: 'SF', 4926: 'PF', 5318: 'F', 5352: 'C', 4247: 'C', 5663: 'Util', 5824: 'Util', 6430: 'BN', 5482: 'BN', 5073: 'BN', 6217: 'IL', 5327: 'IL'}"
402.l.42709.t.4,Keldon's Johnson,10,2021-02-22,2021-02-28,2021-02-28,"[6430, 5357, 5660, 5073, 4926, 5318, 4247, 5482, 5663, 5824, 5826, 5018, 5352, 6217, 5327]","['Saben Lee', 'Jordan Clarkson', 'Dejounte Murray', 'Khris Middleton', 'Davis Bertans', 'Julius Randle', 'Jeff Green', 'Bobby Portis', 'Ivica Zubac', 'Malik Monk', 'Donovan Mitchell', 'Jeremy Lamb', 'Nikola Jokic', 'Keldon Johnson', 'Jusuf Nurkic']","{6430: 'PG', 5357: 'SG', 5660: 'G', 5073: 'SF', 4926: 'PF', 5318: 'F', 4247: 'C', 5482: 'C', 5663: 'Util', 5824: 'Util', 5826: 'BN', 5018: 'BN', 5352: 'BN', 6217: 'IL', 5327: 'IL'}"
402.l.42709.t.7,Mount Zion💪🏾,1,2020-12-22,2020-12-27,2020-12-22,"[5727, 4614, 4716, 5765, 6163, 4901, 4391, 4720, 5295, 6045, 6404, 4884, 6407]","['Fred VanVleet', 'DeMar DeRozan', 'John Wall', 'Jayson Tatum', 'Zion Williamson', 'Tobias Harris', 'Kevin Love', 'DeMarcus Cousins', 'Aaron Gordon', ""Devonte' Graham"", 'Tyrese Haliburton', 'Tristan Thompson', 'Cole Anthony']","{5727: 'PG', 4614: 'SG', 4716: 'G', 5765: 'SF', 6163: 'PF', 4901: 'F', 4391: 'C', 4720: 'C', 5295: 'Util', 6045: 'Util', 6404: 'BN', 4884: 'BN', 6407: 'BN'}"
402.l.42709.t.7,Mount Zion💪🏾,1,2020-12-22,2020-12-27,2020-12-23,"[5727, 4614, 6404, 5765, 6163, 4901, 4391, 4720, 5295, 6045, 4716, 4884, 6407]","['Fred VanVleet', 'DeMar DeRozan', 'Tyrese Haliburton', 'Jayson Tatum', 'Zion Williamson', 'Tobias Harris', 'Kevin Love', 'DeMarcus Cousins', 'Aaron Gordon', ""Devonte' Graham"", 'John Wall', 'Tristan Thompson', 'Cole Anthony']","{5727: 'PG', 4614: 'SG', 6404: 'G', 5765: 'SF', 6163: 'PF', 4901: 'F', 4391: 'C', 4720: 'C', 5295: 'Util', 6045: 'Util', 4716: 'BN', 4884: 'BN', 6407: 'BN'}"
402.l.42709.t.7,Mount Zion💪🏾,1,2020-12-22,2020-12-27,2020-12-24,"[5727, 4614, 4716, 5765, 6163, 4901, 4391, 4720, 5295, 6045, 6404, 4884, 6407]","['Fred VanVleet', 'DeMar DeRozan', 'John Wall', 'Jayson Tatum', 'Zion Williamson', 'Tobias Harris', 'Kevin Love', 'DeMarcus Cousins', 'Aaron Gordon', ""Devonte' Graham"", 'Tyrese Haliburton', 'Tristan Thompson', 'Cole Anthony']","{5727: 'PG', 4614: 'SG', 4716: 'G', 5765: 'SF', 6163: 'PF', 4901: 'F', 4391: 'C', 4720: 'C', 5295: 'Util', 6045: 'Util', 6404: 'BN', 4884: 'BN', 6407: 'BN'}"
