player_id,stat_type,name,percent_owned,status,ownership,FGM/A,FTM/A,GP,MIN,FGA,FGM,FG%,FTA,FTM,FT%,3PTA,3PTM,3PT%,PTS,OFFREB,DEFREB,REB,AST,ST,BLK,TO,PF,IMPACT_FG,IMPACT_FT
4149,lastweek,Rajon Rondo,2,,0,3/7,0/0,3,40,7,3,0.429,0,0,0.0,3,2,0.667,8,0,7,7,8,1,1,2,1,0.3269455645161283,-0.0
4163,lastweek,P.J. Tucker,13,,0,2/6,3/4,3,92,6,2,0.333,4,3,0.75,5,1,0.2,8,3,9,12,5,4,3,3,6,0.0259637096774189,1.0286189516129027
4175,lastweek,Paul Millsap,32,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
4300,lastweek,Jared Dudley,0,,0,0/0,0/0,3,37,4,0,0.0,0,0,0.0,2,0,0.0,0,1,8,9,2,1,1,1,4,-0.0,-0.0
4325,lastweek,Marc Gasol,19,INJ,0,3/4,1/1,1,16,4,3,0.75,1,1,1.0,3,2,0.667,9,0,4,4,2,0,1,0,1,1.2899455645161284,0.5928729838709677
4471,lastweek,D.J. Augustin,1,,0,5/13,1/1,3,74,13,5,0.385,1,1,1.0,12,5,0.417,16,0,5,5,6,2,0,4,2,0.3249092741935472,0.5928729838709677
4477,lastweek,Robin Lopez,5,,0,15/19,4/4,3,68,19,15,0.789,4,4,1.0,0,0,0.0,34,6,4,10,4,0,3,3,5,7.034727822580642,2.3714919354838706
4480,lastweek,JaVale McGee,4,,0,10/14,0/0,2,36,14,10,0.714,0,0,0.0,1,0,0.0,20,4,7,11,0,1,4,5,7,3.9398185483870938,-0.0
4488,lastweek,George Hill,6,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
4621,lastweek,James Johnson,1,,0,0/0,1/2,1,13,4,0,0.0,2,1,0.5,2,0,0.0,1,0,4,4,3,0,1,0,1,-0.0,0.0928729838709676
4624,lastweek,Jeff Teague,19,,0,10/14,3/4,3,62,14,10,0.714,4,3,0.75,5,2,0.4,25,0,2,2,6,1,1,3,4,3.9398185483870938,1.0286189516129027
4631,lastweek,Taj Gibson,0,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
4633,lastweek,Wayne Ellington,8,,0,18/31,5/5,3,84,31,18,0.581,5,5,1.0,27,16,0.593,57,1,3,4,3,4,1,2,4,4.697673387096769,2.9643649193548383
4647,lastweek,Patrick Beverley,12,,0,10/21,5/6,3,79,21,10,0.476,6,5,0.833,13,5,0.385,30,5,7,12,5,3,4,4,10,1.559818548387094,2.129364919354838
4651,lastweek,Danny Green,23,,0,2/11,0/0,2,41,11,2,0.182,0,0,0.0,10,2,0.2,6,0,5,5,1,2,2,0,2,-0.27603629032258115,-0.0
4660,lastweek,Patty Mills,24,,0,14/32,2/2,3,79,32,14,0.438,2,2,1.0,26,11,0.423,41,3,3,6,7,1,0,3,5,1.651745967741932,1.1857459677419353
4682,lastweek,Garrett Temple,5,,0,6/18,5/5,2,60,18,6,0.333,5,5,1.0,6,0,0.0,17,3,5,8,6,1,1,2,6,0.0778911290322567,2.9643649193548383
4694,lastweek,Wesley Matthews,1,,0,0/0,0/0,3,52,6,0,0.0,0,0,0.0,2,0,0.0,0,1,3,4,2,1,1,3,3,-0.0,-0.0
4718,lastweek,Derrick Favors,9,,0,4/6,0/0,2,29,6,4,0.667,0,0,0.0,0,0,0.0,8,4,8,12,2,2,1,2,6,1.3879274193548379,-0.0
