player_id,stat_type,name,percent_owned,status,ownership,FGM/A,FTM/A,GP,MIN,FGA,FGM,FG%,FTA,FTM,FT%,3PTA,3PTM,3PT%,PTS,OFFREB,DEFREB,REB,AST,ST,BLK,TO,PF,IMPACT_FG,IMPACT_FT
3704,season_2020,LeBron James,100,GTD,THANKS 4 DAFREEBANDZ,350/687,144/208,36,1242,687,350,0.509,208,144,0.692,240,86,0.358,930,21,268,289,280,41,22,135,56,30.098588709677607,1.9352903225805989
3706,season_2020,Carmelo Anthony,56,,World B. Flat,166/402,80/95,34,870,402,166,0.413,95,80,0.842,155,60,0.387,472,19,94,113,50,31,27,35,72,-1.6606693548386258,13.075161290322557
3818,season_2020,Dwight Howard,11,,Mount Zion💪🏾,81/138,53/100,36,571,138,81,0.587,100,53,0.53,11,4,0.364,219,91,173,264,27,15,31,62,105,13.283673387096814,-7.873705645161303
3930,season_2020,Chris Paul,99,,THANKS 4 DAFREEBANDZ,204/420,83/87,34,1079,420,204,0.486,87,83,0.954,133,52,0.391,543,16,144,160,300,41,9,81,84,12.851177419354944,22.861479838709652
3971,season_2020,Lou Williams,57,,Josh's Unreal Team,158/374,83/96,35,790,374,158,0.422,96,83,0.865,98,39,0.398,438,14,67,81,130,30,3,57,34,-0.15863709677411242,15.474479838709655
4130,season_2020,LaMarcus Aldridge,85,GTD,The Stephfather,115/248,31/37,21,542,248,115,0.464,37,31,0.838,75,27,0.36,288,17,77,94,36,8,18,20,36,4.714536290322644,4.942624999999991
4152,season_2020,Kyle Lowry,98,,World B. Flat,174/381,91/106,29,1003,381,174,0.457,106,91,0.858,206,83,0.403,522,24,136,160,204,34,6,82,94,5.915298387096869,16.32899596774191
4244,season_2020,Kevin Durant,100,INJ,Herro Ball,188/359,126/145,19,679,359,188,0.524,145,126,0.869,113,49,0.434,551,7,132,139,100,14,27,67,43,18.987241935483976,23.99537903225803
4245,season_2020,Al Horford,82,,ahmad's Team,138/312,14/18,24,677,312,138,0.442,18,14,0.778,132,47,0.356,337,23,137,160,84,21,21,27,43,2.62144354838717,1.3921532258064482
4246,season_2020,Mike Conley,86,,Ryan's Team,161/363,63/76,29,852,363,161,0.444,76,63,0.829,192,81,0.422,466,28,73,101,164,42,3,54,56,3.3803508064516987,9.477689516129013
4247,season_2020,Jeff Green,12,GTD,Keldon's Johnson,113/223,39/49,33,872,223,113,0.507,49,39,0.796,116,49,0.422,314,15,103,118,46,23,8,27,62,9.49154435483877,4.580141129032249
4290,season_2020,Thaddeus Young,74,,Mount Zion💪🏾,167/275,23/46,30,759,275,167,0.607,46,23,0.5,22,5,0.227,362,71,105,176,131,42,17,56,81,30.727326612903312,-4.106891129032264
4387,season_2020,Derrick Rose,64,INJ,JR Dreamers,126/293,63/74,25,589,293,126,0.43,74,63,0.851,61,23,0.377,338,7,48,55,112,29,10,48,29,0.8814919354839366,10.863689516129014
4390,season_2020,Russell Westbrook,100,,JR Dreamers,211/493,95/163,27,922,493,211,0.428,163,95,0.583,102,30,0.294,547,44,219,263,265,31,9,130,79,1.0541491935484966,-9.078245967741964
4391,season_2020,Kevin Love,75,INJ,Mount Zion💪🏾,6/18,4/5,2,47,18,6,0.333,5,4,0.8,9,3,0.333,19,2,10,12,5,1,0,3,1,-0.5400241935483838,0.48575806451612813
4468,season_2020,Danilo Gallinari,58,,Check Da Statistacss,81/207,71/76,24,523,207,81,0.391,76,71,0.934,121,47,0.388,280,5,76,81,37,13,3,27,46,-2.592326612903182,18.136205645161276
4469,season_2020,Eric Gordon,52,GTD,JR Dreamers,153/350,92/110,26,765,350,153,0.437,110,92,0.836,201,66,0.328,464,7,49,56,70,14,13,50,41,2.1413830645162095,14.48443548387094
4472,season_2020,Brook Lopez,75,,Ay-ton of drugs,141/302,50/61,36,977,302,141,0.467,61,50,0.82,158,55,0.348,387,49,134,183,22,19,48,32,76,6.203431451612981,7.071975806451597
4486,season_2020,Serge Ibaka,78,,Ryan's Team,169/333,36/44,37,888,333,169,0.508,44,36,0.818,104,37,0.356,411,62,184,246,66,9,46,42,73,14.364318548387187,5.019822580645149
4487,season_2020,Nicolas Batum,46,,World B. Flat,108/229,30/36,35,1029,229,108,0.472,36,30,0.833,155,68,0.439,314,30,137,167,84,42,13,26,59,5.291564516129086,4.6331854838709585
4497,season_2020,DeAndre Jordan,66,,THANKS 4 DAFREEBANDZ,115/151,29/56,35,797,151,115,0.762,56,29,0.518,1,0,0.0,259,63,199,262,67,11,51,59,76,38.984536290322644,-4.656254032258072
4507,season_2020,Goran Dragic,66,,World B. Flat,116/253,58/69,22,598,253,116,0.458,69,58,0.841,97,35,0.361,325,7,59,66,105,13,3,61,58,4.059532258064579,9.421491935483854
4563,season_2020,James Harden,100,,Ryan's Team,250/517,183/213,31,1172,517,250,0.484,213,183,0.859,252,101,0.401,784,26,216,242,345,36,21,131,67,15.248991935484,33.02043145161285
